imdb_id,title,year,director,region_code,budget_usd,us_gross,genres,date,runtime_minutes,averagerating
tt0004972,The Birth of a Nation,1915,D.W. Griffith,US,100000.0,-1.0,"Drama, History, War",,,
tt0010323,The Cabinet of Dr. Caligari,1920,Robert Wiene,DE,18000.0,9000.0,"Fantasy, Horror, Mystery",,,
tt0012349,The Kid,1921,Charles Chaplin,US,250000.0,-1.0,"Comedy, Drama, Family",,,
tt0013257,Häxan,1922,Benjamin Christensen,unknown,2000000.0,-1.0,"Fantasy, History, Horror",,,
tt0013442,Nosferatu,1922,F.W. Murnau,DE,-1.0,-1.0,"Fantasy, Horror",,,
tt0015324,Sherlock Jr.,1924,Buster Keaton,US,-1.0,-1.0,"Action, Comedy, Romance",,,
tt0015648,Battleship Potemkin,1925,Sergei M. Eisenstein,SUHH,-1.0,51000.0,"Drama, History, Thriller",1925-12-24,,
tt0015864,The Gold Rush,1925,Charles Chaplin,US,923000.0,-1.0,"Adventure, Comedy, Drama",,,
tt0016220,The Phantom of the Opera,1925,Rupert Julian,US,-1.0,-1.0,Horror,,,
tt0016630,Battling Butler,1926,Buster Keaton,US,-1.0,-1.0,"Action, Comedy, Romance",,,
tt0017136,Metropolis,1927,Fritz Lang,DE,6000000.0,1200000.0,"Drama, Sci-Fi",1927-01-10,,
tt0017925,The General,1926,Clyde Bruckman,US,750000.0,-1.0,"Action, Adventure, Comedy",,,
tt0018455,Sunrise,1927,F.W. Murnau,US,200000.0,-1.0,"Drama, Romance",,,
tt0018578,Wings,1927,William A. Wellman,US,2000000.0,-1.0,"Drama, Romance, War",,,
tt0019130,The Man Who Laughs,1928,Paul Leni,US,-1.0,-1.0,"Drama, Horror, Mystery",,,
tt0019254,The Passion of Joan of Arc,1928,Carl Theodor Dreyer,FR,-1.0,22000.0,"Biography, Drama, History",1928-04-21,,
tt0020629,All Quiet on the Western Front,1930,Lewis Milestone,US,1200000.0,-1.0,"Drama, War",,,
tt0020960,Hell's Angels,1930,Howard Hughes,US,4000000.0,-1.0,"Drama, War",,,
tt0021749,City Lights,1931,Charles Chaplin,US,1500000.0,19000.0,"Comedy, Drama, Romance",1931-02-01,,
tt0021814,Dracula,1931,Tod Browning,US,355000.0,-1.0,"Fantasy, Horror",,,
tt0021884,Frankenstein,1931,James Whale,US,291000.0,-1.0,"Drama, Horror, Sci-Fi",,,
tt0022100,M,1931,Fritz Lang,DE,-1.0,36000.0,"Crime, Mystery, Thriller",1931-05-11,,
tt0022867,Ecstasy,1933,Gustav Machatý,CSHH,-1.0,-1.0,"Drama, Romance",,,
tt0022913,Freaks,1932,Tod Browning,US,311000.0,-1.0,Drama,,,
tt0023225,Million Dollar Legs,1932,Edward F. Cline,US,-1.0,-1.0,"Comedy, Sport",,,
tt0023238,The Most Dangerous Game,1932,Irving Pichel,US,219000.0,-1.0,"Action, Adventure, Thriller",,,
tt0023245,The Mummy,1932,Karl Freund,US,196000.0,-1.0,"Fantasy, Horror",,,
tt0023293,The Old Dark House,1932,James Whale,US,-1.0,26000.0,"Comedy, Horror, Thriller",1932-10-20,,
tt0023427,Scarface,1932,Howard Hawks,US,-1.0,-1.0,"Action, Crime, Drama",,,
tt0023563,The Testament of Dr. Mabuse,1933,Fritz Lang,DE,-1.0,-1.0,"Crime, Horror, Mystery",,,
tt0023649,Vampyr,1932,Carl Theodor Dreyer,DE,-1.0,-1.0,"Fantasy, Horror",,,
tt0023948,Dinner at Eight,1933,George Cukor,US,435000.0,-1.0,"Comedy, Drama",,,
tt0023969,Duck Soup,1933,Leo McCarey,US,-1.0,-1.0,"Comedy, Musical, War",,,
tt0024184,The Invisible Man,1933,James Whale,US,-1.0,-1.0,"Comedy, Horror, Sci-Fi",,,
tt0024216,King Kong,1933,Merian C. Cooper,US,670000.0,-1.0,"Adventure, Horror, Sci-Fi",,,
tt0024264,Little Women,1933,George Cukor,US,424000.0,-1.0,"Drama, Family, Romance",,,
tt0025316,It Happened One Night,1934,Frank Capra,US,325000.0,-1.0,"Comedy, Romance",,,
tt0025464,Manhattan Melodrama,1934,W.S. Van Dyke,US,-1.0,-1.0,"Crime, Drama, Romance",,,
tt0025862,Tarzan and His Mate,1934,Cedric Gibbons,US,1300000.0,-1.0,"Action, Adventure",,,
tt0025878,The Thin Man,1934,W.S. Van Dyke,US,226000.0,-1.0,"Comedy, Crime, Mystery",,,
tt0025913,Triumph of the Will,1935,Leni Riefenstahl,DE,280000.0,-1.0,"Documentary, History, War",,,
tt0026029,The 39 Steps,1935,Alfred Hitchcock,GB,58548.0093676815,-1.0,"Film-Noir, Mystery, Thriller",,,
tt0026043,After Office Hours,1935,Robert Z. Leonard,US,366000.0,-1.0,"Comedy, Crime, Drama",,,
tt0026138,Bride of Frankenstein,1935,James Whale,US,397000.0,-1.0,"Drama, Horror, Sci-Fi",,,
tt0026164,Call of the Wild,1935,William A. Wellman,US,-1.0,-1.0,"Action, Adventure, Drama",,,
tt0026174,Captain Blood,1935,Michael Curtiz,US,1200000.0,-1.0,"Action, Adventure",,,
tt0026252,Curly Top,1935,Irving Cummings,US,-1.0,-1.0,"Family, Musical, Romance",,,
tt0026714,A Midsummer Night's Dream,1935,William Dieterle,US,-1.0,-1.0,"Comedy, Fantasy, Romance",,,
tt0026752,Mutiny on the Bounty,1935,Frank Lloyd,US,2000000.0,-1.0,"Adventure, Biography, Drama",,,
tt0027075,A Tale of Two Cities,1935,Jack Conway,US,-1.0,-1.0,"Drama, History, Romance",,,
tt0027977,Modern Times,1936,Charles Chaplin,US,1500000.0,164000.0,"Comedy, Drama, Family",1936-02-05,,
tt0028010,My Man Godfrey,1936,Gregory La Cava,US,656000.0,-1.0,"Comedy, Drama, Romance",,,
tt0028118,Poor Little Rich Girl,1936,Irving Cummings,US,-1.0,-1.0,"Adventure, Comedy, Family",,,
tt0028212,Sabotage,1936,Alfred Hitchcock,GB,-1.0,-1.0,"Crime, Thriller",,,
tt0029583,Snow White and the Seven Dwarfs,1937,William Cottrell,US,1500000.0,185000000.0,"Animation, Family, Fantasy",1937-12-20,,
tt0029606,A Star Is Born,1937,William A. Wellman,US,1200000.0,-1.0,"Drama, Romance",,,
tt0029661,The Thirteenth Chair,1937,George B. Seitz,US,-1.0,-1.0,Drama,,,
tt0029843,The Adventures of Robin Hood,1938,Michael Curtiz,US,1900000.0,-1.0,"Action, Adventure, Romance",,,
tt0029947,Bringing Up Baby,1938,Howard Hawks,US,1100000.0,-1.0,"Comedy, Family, Romance",,,
tt0030287,Jezebel,1938,William Wyler,US,1200000.0,-1.0,"Drama, Romance",,,
tt0030341,The Lady Vanishes,1938,Alfred Hitchcock,GB,-1.0,-1.0,"Film-Noir, Mystery, Thriller",,,
tt0030883,Torchy Blane in Panama,1938,William Clemens,US,-1.0,-1.0,"Comedy, Crime, Mystery",,,
tt0030993,You Can't Take It with You,1938,Frank Capra,US,1600000.0,-1.0,"Comedy, Drama, Romance",,,
tt0031235,Dodge City,1939,Michael Curtiz,US,1000000.0,-1.0,"Action, Drama, Romance",,,
tt0031260,Each Dawn I Die,1939,William Keighley,US,735000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0031381,Gone with the Wind,1939,Victor Fleming,US,4000000.0,201000000.0,"Drama, History, Romance",1939-12-15,,
tt0031455,The Hunchback of Notre Dame,1939,William Dieterle,US,1800000.0,-1.0,"Drama, Romance",,,
tt0031505,Jamaica Inn,1939,Alfred Hitchcock,GB,-1.0,-1.0,"Adventure, Crime",,,
tt0031580,The Little Princess,1939,Walter Lang,US,1000000.0,-1.0,"Comedy, Drama, Family",,,
tt0031679,Mr. Smith Goes to Washington,1939,Frank Capra,US,1900000.0,145000.0,"Comedy, Drama",,,
tt0031885,The Rules of the Game,1939,Jean Renoir,FR,898296.1161407296,274000.0,"Comedy, Drama",,,
tt0031971,Stagecoach,1939,John Ford,US,392000.0,-1.0,"Adventure, Drama, Western",,,
tt0032138,The Wizard of Oz,1939,Victor Fleming,US,2800000.0,25000000.0,"Adventure, Family, Fantasy",1939-08-15,,
tt0032143,The Women,1939,George Cukor,US,1700000.0,-1.0,"Comedy, Drama",,,
tt0032145,Wuthering Heights,1939,William Wyler,US,-1.0,625000.0,"Drama, Romance",1939-04-13,,
tt0032455,Fantasia,1940,James Algar,US,2300000.0,76000000.0,"Animation, Family, Fantasy",1940-11-13,,
tt0032484,Foreign Correspondent,1940,Alfred Hitchcock,US,-1.0,-1.0,"Action, Romance, Thriller",,,
tt0032551,The Grapes of Wrath,1940,John Ford,US,800000.0,-1.0,"Drama, History",,,
tt0032553,The Great Dictator,1940,Charles Chaplin,US,2000000.0,-1.0,"Comedy, Drama, War",,,
tt0032599,His Girl Friday,1940,Howard Hawks,US,-1.0,-1.0,"Comedy, Drama, Romance",,,
tt0032701,The Letter,1940,William Wyler,US,-1.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0032728,The Long Voyage Home,1940,John Ford,US,682000.0,-1.0,"Drama, War",,,
tt0032904,The Philadelphia Story,1940,George Cukor,US,-1.0,405000.0,"Comedy, Romance",,,
tt0032910,Pinocchio,1940,Norman Ferguson,US,2600000.0,84000000.0,"Animation, Comedy, Family",1940-02-23,,
tt0032976,Rebecca,1940,Alfred Hitchcock,US,1300000.0,-1.0,"Drama, Mystery, Romance",,,
tt0033028,The Sea Hawk,1940,Michael Curtiz,US,1700000.0,-1.0,"Action, Adventure, History",,,
tt0033152,The Thief of Bagdad,1940,Ludwig Berger,US,-1.0,-1.0,"Adventure, Family, Fantasy",,,
tt0033467,Citizen Kane,1941,Orson Welles,US,840000.0,1600000.0,"Drama, Mystery",1941-04-30,,
tt0033563,Dumbo,1941,Samuel Armstrong,US,950000.0,-1.0,"Animation, Drama, Family",,,
tt0033729,How Green Was My Valley,1941,John Ford,US,1200000.0,-1.0,"Drama, Family",,,
tt0033740,I Wake Up Screaming,1941,H. Bruce Humberstone,US,462000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0033870,The Maltese Falcon,1941,John Huston,US,375000.0,-1.0,"Film-Noir, Mystery",,,
tt0033874,The Man Who Came to Dinner,1942,William Keighley,US,1000000.0,-1.0,"Comedy, Romance",,,
tt0034027,'Pimpernel' Smith,1941,Leslie Howard,GB,-1.0,-1.0,"Adventure, Drama, Thriller",,,
tt0034167,Sergeant York,1941,Howard Hawks,US,1400000.0,16000000.0,"Biography, Drama, History",1941-07-02,,
tt0034182,The Shepherd of the Hills,1941,Henry Hathaway,US,-1.0,-1.0,"Adventure, Drama, Romance",,,
tt0034240,Sullivan's Travels,1941,Preston Sturges,US,690000.0,-1.0,"Adventure, Comedy, Drama",,,
tt0034248,Suspicion,1941,Alfred Hitchcock,US,1100000.0,-1.0,"Mystery, Thriller",,,
tt0034398,The Wolf Man,1941,George Waggner,US,180000.0,-1.0,Horror,,,
tt0034492,Bambi,1942,James Algar,US,-1.0,102000000.0,"Animation, Drama, Family",1942-08-14,,
tt0034583,Casablanca,1942,Michael Curtiz,US,950000.0,4100000.0,"Drama, Romance, War",1942-01-23,,
tt0034881,I Married a Witch,1942,René Clair,US,-1.0,-1.0,"Comedy, Fantasy, Romance",,,
tt0034891,In Which We Serve,1942,Noël Coward,GB,281030.4449648712,-1.0,"Drama, War",,,
tt0035093,Mrs. Miniver,1942,William Wyler,US,1300000.0,-1.0,"Drama, Romance, War",,,
tt0035140,"Now, Voyager",1942,Irving Rapper,US,-1.0,-1.0,"Drama, Romance",,,
tt0035279,Saboteur,1942,Alfred Hitchcock,US,-1.0,-1.0,"Thriller, War",,,
tt0035423,Kate & Leopold,2001,James Mangold,US,48000000.0,47000000.0,"Comedy, Fantasy, Romance",2001-12-25,,
tt0035446,To Be or Not to Be,1942,Ernst Lubitsch,US,-1.0,-1.0,"Comedy, War",,,
tt0035771,The Crystal Ball,1943,Elliott Nugent,US,-1.0,-1.0,Comedy,,,
tt0035799,Destination Tokyo,1943,Delmer Daves,US,-1.0,-1.0,"Adventure, History, War",,,
tt0035860,The Fallen Sparrow,1943,Richard Wallace,US,-1.0,-1.0,"Drama, Film-Noir, Mystery",,,
tt0036112,The Life and Death of Colonel Blimp,1943,Michael Powell,GB,221311.4754098361,-1.0,"Drama, Romance, War",,,
tt0036241,The Outlaw,1943,Howard Hughes,US,-1.0,-1.0,"Comedy, Drama, Romance",,,
tt0036244,The Ox-Bow Incident,1942,William A. Wellman,US,565000.0,-1.0,"Drama, Western",,,
tt0036342,Shadow of a Doubt,1943,Alfred Hitchcock,US,-1.0,-1.0,Thriller,,,
tt0036428,They Met in the Dark,1943,Karel Lamac,GB,-1.0,-1.0,"Mystery, Romance, Thriller",,,
tt0036431,This Land Is Mine,1943,Jean Renoir,US,-1.0,-1.0,"Drama, War",,,
tt0036613,Arsenic and Old Lace,1944,Frank Capra,US,1100000.0,-1.0,"Comedy, Crime, Thriller",,,
tt0036723,Cover Girl,1944,Charles Vidor,US,-1.0,-1.0,"Comedy, Musical, Romance",,,
tt0036775,Double Indemnity,1944,Billy Wilder,US,927000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0036855,Gaslight,1944,George Cukor,US,-1.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0036868,The Best Years of Our Lives,1946,William Wyler,US,2100000.0,24000000.0,"Drama, Romance, War",1946-12-25,,
tt0037008,Laura,1944,Otto Preminger,US,1000000.0,-1.0,"Drama, Film-Noir, Mystery",,,
tt0037017,Lifeboat,1944,Alfred Hitchcock,US,1600000.0,-1.0,"Drama, War",,,
tt0037059,Meet Me in St. Louis,1944,Vincente Minnelli,US,1700000.0,404000.0,"Comedy, Drama, Family",,,
tt0037094,Mr. Skeffington,1944,Vincent Sherman,US,-1.0,-1.0,"Drama, Romance",,,
tt0037382,To Have and Have Not,1944,Howard Hawks,US,-1.0,-1.0,"Adventure, Comedy, Film-Noir",,,
tt0037515,And Then There Were None,1945,René Clair,US,-1.0,-1.0,"Crime, Drama, Mystery",,,
tt0037539,Bewitched,1945,Arch Oboler,US,-1.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0037558,Brief Encounter,1945,David Lean,GB,199063.2318501171,-1.0,"Drama, Romance",,,
tt0037638,Detour,1945,Edgar G. Ulmer,US,30000.0,16000.0,"Crime, Drama, Film-Noir",1945-11-30,,
tt0037865,Leave Her to Heaven,1945,John M. Stahl,US,-1.0,-1.0,"Drama, Romance, Thriller",,,
tt0037884,The Lost Weekend,1945,Billy Wilder,US,1200000.0,-1.0,"Drama, Film-Noir",,,
tt0037913,Mildred Pierce,1945,Michael Curtiz,US,1500000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0037988,The Picture of Dorian Gray,1945,Albert Lewin,US,3500000.0,-1.0,"Drama, Fantasy, Horror",,,
tt0038109,Spellbound,1945,Alfred Hitchcock,US,1700000.0,-1.0,"Film-Noir, Mystery, Romance",,,
tt0038160,They Were Expendable,1945,John Ford,US,-1.0,-1.0,"Drama, War",,,
tt0038166,The Three Caballeros,1944,Norman Ferguson,US,-1.0,-1.0,"Animation, Comedy, Family",,,
tt0038348,Beauty and the Beast,1946,Jean Cocteau,FR,-1.0,299000.0,"Drama, Fantasy, Romance",1946-10-29,,
tt0038355,The Big Sleep,1946,Howard Hawks,US,250000.0,-1.0,"Crime, Film-Noir, Mystery",,,
tt0038419,Cluny Brown,1946,Ernst Lubitsch,US,-1.0,-1.0,"Comedy, Romance, War",,,
tt0038559,Gilda,1946,Charles Vidor,GB,-1.0,-1.0,"Drama, Film-Noir, Romance",,,
tt0038574,Great Expectations,1946,David Lean,GB,409836.0655737705,-1.0,"Adventure, Drama, Mystery",,,
tt0038650,It's a Wonderful Life,1946,Frank Capra,US,3200000.0,-1.0,"Drama, Family, Fantasy",,,
tt0038669,The Killers,1946,Robert Siodmak,US,-1.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0038733,A Matter of Life and Death,1946,Michael Powell,GB,374707.2599531616,-1.0,"Comedy, Drama, Fantasy",,,
tt0038762,My Darling Clementine,1946,John Ford,US,2000000.0,-1.0,"Biography, Drama, Western",,,
tt0038787,Notorious,1946,Alfred Hitchcock,US,2000000.0,-1.0,"Drama, Film-Noir, Romance",,,
tt0038890,"Rome, Open City",1945,Roberto Rossellini,IT,-1.0,-1.0,"Drama, Thriller, War",,,
tt0038969,Song of the South,1946,Harve Foster,US,-1.0,37000000.0,"Animation, Comedy, Family",1946-11-12,,
tt0038984,A Stolen Life,1946,Curtis Bernhardt,unknown,-1.0,-1.0,Drama,,,
tt0038988,The Strange Love of Martha Ivers,1946,Lewis Milestone,US,-1.0,-1.0,"Drama, Film-Noir, Romance",,,
tt0038991,The Stranger,1946,Orson Welles,US,1000000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0039029,Three Strangers,1946,Jean Negulesco,US,457000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0039152,Angel and the Badman,1947,James Edward Grant,US,-1.0,-1.0,"Romance, Western",,,
tt0039192,Black Narcissus,1947,Michael Powell,GB,327868.85245901643,-1.0,Drama,,,
tt0039305,Dead Reckoning,1947,John Cromwell,US,-1.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0039420,The Ghost and Mrs. Muir,1947,Joseph L. Mankiewicz,US,-1.0,-1.0,"Comedy, Drama, Fantasy",,,
tt0039628,Miracle on 34th Street,1947,George Seaton,US,-1.0,-1.0,"Comedy, Drama, Family",,,
tt0039656,News Hounds,1947,William Beaudine,US,-1.0,-1.0,Comedy,,,
tt0039677,Odd Man Out,1947,Carol Reed,GB,-1.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0039689,Out of the Past,1947,Jacques Tourneur,US,-1.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0039757,The Red House,1947,Delmer Daves,US,-1.0,-1.0,"Drama, Film-Noir, Mystery",,,
tt0040202,Call Northside 777,1948,Henry Hathaway,US,-1.0,-1.0,"Drama, Film-Noir",,,
tt0040369,Fort Apache,1948,John Ford,US,2500000.0,-1.0,"Action, Adventure, Western",,,
tt0040416,Hamlet,1948,Laurence Olivier,GB,585480.093676815,-1.0,Drama,,,
tt0040495,Johnny Belinda,1948,Jean Negulesco,US,-1.0,-1.0,Drama,,,
tt0040506,Key Largo,1948,John Huston,US,-1.0,-1.0,"Action, Crime, Drama",,,
tt0040522,Bicycle Thieves,1948,Vittorio De Sica,IT,133000.0,371000.0,Drama,1948-11-24,,
tt0040525,The Lady from Shanghai,1947,Orson Welles,US,2300000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0040662,Oliver Twist,1948,David Lean,GB,-1.0,-1.0,Drama,,,
tt0040724,Red River,1948,Howard Hawks,unknown,3000000.0,-1.0,"Action, Adventure, Romance",,,
tt0040725,The Red Shoes,1948,Michael Powell,GB,585480.093676815,-1.0,"Drama, Music, Romance",,,
tt0040746,Rope,1948,Alfred Hitchcock,US,1500000.0,-1.0,"Crime, Drama, Mystery",,,
tt0040872,They Live by Night,1948,Nicholas Ray,US,808000.0,-1.0,"Crime, Film-Noir, Romance",,,
tt0040897,The Treasure of the Sierra Madre,1948,John Huston,US,3000000.0,215000.0,"Adventure, Drama, Western",,,
tt0041090,Adam's Rib,1949,George Cukor,US,-1.0,-1.0,"Comedy, Drama, Romance",,,
tt0041127,Any Number Can Play,1949,Mervyn LeRoy,US,1400000.0,-1.0,"Drama, War",,,
tt0041361,The Fighting Kentuckian,1949,George Waggner,US,-1.0,-1.0,"Adventure, Romance, War",,,
tt0041546,Kind Hearts and Coronets,1949,Robert Hamer,GB,-1.0,36000.0,"Comedy, Crime",,,
tt0041594,Little Women,1949,Mervyn LeRoy,US,-1.0,-1.0,"Drama, Family, Romance",,,
tt0041699,Stray Dog,1949,Akira Kurosawa,JP,-1.0,47000.0,"Crime, Drama, Film-Noir",,,
tt0041838,Samson and Delilah,1949,Cecil B. DeMille,US,3000000.0,-1.0,"Drama, History, Romance",,,
tt0041841,Sands of Iwo Jima,1949,Allan Dwan,US,1000000.0,-1.0,"Action, Drama, Romance",,,
tt0041866,She Wore a Yellow Ribbon,1949,John Ford,US,1600000.0,-1.0,Western,,,
tt0041959,The Third Man,1949,Carol Reed,GB,-1.0,1100000.0,"Film-Noir, Mystery, Thriller",1949-08-31,,
tt0042041,White Heat,1949,Raoul Walsh,US,1300000.0,-1.0,"Action, Crime, Drama",,,
tt0042053,A Woman's Secret,1949,Nicholas Ray,US,853000.0,-1.0,"Drama, Film-Noir, Mystery",,,
tt0042192,All About Eve,1950,Joseph L. Mankiewicz,US,1400000.0,63000.0,Drama,1950-10-06,,
tt0042208,The Asphalt Jungle,1950,John Huston,US,1200000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0042256,The Black Rose,1950,Henry Hathaway,GB,3000000.0,-1.0,"Adventure, History, Romance",,,
tt0042332,Cinderella,1950,Clyde Geronimi,US,2900000.0,93000000.0,"Animation, Family, Fantasy",1950-02-22,,
tt0042355,Story of a Love Affair,1950,Michelangelo Antonioni,IT,-1.0,-1.0,"Crime, Drama, Romance",,,
tt0042488,The Fuller Brush Girl,1950,Lloyd Bacon,US,-1.0,-1.0,"Action, Adventure, Comedy",,,
tt0042530,Gun Crazy,1950,Joseph H. Lewis,US,400000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0042531,The Gunfighter,1950,Henry King,US,-1.0,-1.0,Western,,,
tt0042546,Harvey,1950,Henry Koster,US,-1.0,-1.0,"Comedy, Drama, Fantasy",,,
tt0042593,In a Lonely Place,1950,Nicholas Ray,US,-1.0,-1.0,"Drama, Film-Noir, Mystery",,,
tt0042619,Diary of a Country Priest,1951,Robert Bresson,FR,-1.0,47000.0,Drama,,,
tt0042832,Panic in the Streets,1950,Elia Kazan,US,1400000.0,-1.0,"Crime, Drama, Film-Noir",,,
tt0042876,Rashomon,1950,Akira Kurosawa,JP,250000.0,47000.0,"Crime, Drama, Mystery",1950-08-26,,
tt0042895,Rio Grande,1950,John Ford,US,1200000.0,-1.0,"Romance, Western",,,
tt0043014,Sunset Blvd.,1950,Billy Wilder,US,1800000.0,300000.0,"Drama, Film-Noir",,,
tt0043067,Treasure Island,1950,Byron Haskin,US,-1.0,-1.0,"Adventure, Family",,,
tt0043137,Winchester '73,1950,Anthony Mann,US,-1.0,-1.0,"Action, Drama, Western",,,
tt0043265,The African Queen,1951,John Huston,GB,1000000.0,-1.0,"Adventure, Drama, Romance",,,
tt0043274,Alice in Wonderland,1951,Clyde Geronimi,US,3000000.0,-1.0,"Animation, Adventure, Family",,,
tt0043278,An American in Paris,1951,Vincente Minnelli,US,2700000.0,268000.0,"Drama, Musical, Romance",,,
tt0043338,Ace in the Hole,1951,Billy Wilder,US,1800000.0,-1.0,"Drama, Film-Noir",,,
tt0043389,Cattle Drive,1951,Kurt Neumann,US,-1.0,-1.0,"Action, Western",,,
tt0043456,The Day the Earth Stood Still,1951,Robert Wise,US,1200000.0,-1.0,"Drama, Sci-Fi",,,
tt0043887,Operation Pacific,1951,George Waggner,US,-1.0,-1.0,"Drama, War",,,
tt0043924,A Place in the Sun,1951,George Stevens,US,2300000.0,-1.0,"Drama, Romance",,,
tt0043949,Quo Vadis,1951,Mervyn LeRoy,US,7600000.0,-1.0,"Biography, Drama, History",,,
tt0043959,Rawhide,1951,Henry Hathaway,US,-1.0,-1.0,"Drama, Romance, Western",,,
tt0044079,Strangers on a Train,1951,Alfred Hitchcock,US,1200000.0,-1.0,"Crime, Film-Noir, Thriller",,,
tt0044081,A Streetcar Named Desire,1951,Elia Kazan,US,1800000.0,-1.0,Drama,,,
tt0044121,The Thing from Another World,1951,Christian Nyby,US,1600000.0,-1.0,"Horror, Sci-Fi",,,
tt0044391,The Bad and the Beautiful,1952,Vincente Minnelli,US,1600000.0,-1.0,"Drama, Romance",,,
tt0044413,Bend of the River,1952,Anthony Mann,US,-1.0,-1.0,"Action, Adventure, Romance",,,
tt0044517,The Crimson Pirate,1952,Robert Siodmak,US,1800000.0,-1.0,"Adventure, Comedy",,,
tt0044672,The Greatest Show on Earth,1952,Cecil B. DeMille,US,4000000.0,36000000.0,"Drama, Family, Romance",1952-01-10,,
tt0044706,High Noon,1952,Fred Zinnemann,US,730000.0,-1.0,"Drama, Thriller, Western",,,
tt0044741,Ikiru,1952,Akira Kurosawa,JP,-1.0,60000.0,Drama,1952-10-09,,
tt0044837,Limelight,1952,Charles Chaplin,US,-1.0,-1.0,"Drama, Music, Romance",,,
tt0045061,The Quiet Man,1952,John Ford,US,-1.0,-1.0,"Comedy, Drama, Romance",,,
tt0045152,Singin' in the Rain,1952,Stanley Donen,US,2500000.0,1800000.0,"Comedy, Musical, Romance",1952-04-09,,
tt0045186,The Star,1952,Stuart Heisler,US,-1.0,-1.0,"Drama, Romance",,,
tt0045555,The Big Heat,1953,Fritz Lang,US,-1.0,-1.0,"Crime, Film-Noir, Thriller",,,
tt0045699,Donovan's Brain,1953,Felix E. Feist,US,-1.0,-1.0,"Sci-Fi, Horror",,,
tt0045758,Fear and Desire,1953,Stanley Kubrick,US,33000.0,-1.0,"Drama, Thriller, War",,,
tt0045793,From Here to Eternity,1953,Fred Zinnemann,US,1600000.0,36000.0,"Drama, Romance, War",,,
tt0045810,Gentlemen Prefer Blondes,1953,Howard Hawks,US,2300000.0,-1.0,"Comedy, Musical, Romance",,,
tt0045846,Gun Fury,1953,Raoul Walsh,US,-1.0,-1.0,"Action, Adventure, Crime",,,
tt0045883,Hondo,1953,John Farrow,US,3000000.0,-1.0,"Drama, Romance, War",,,
tt0045888,House of Wax,1953,André De Toth,US,1000000.0,24000000.0,Horror,1953-04-10,,
tt0045891,How to Marry a Millionaire,1953,Jean Negulesco,US,1900000.0,-1.0,"Comedy, Drama, Romance",,,
tt0045917,Invaders from Mars,1953,William Cameron Menzies,US,290000.0,-1.0,"Horror, Sci-Fi",,,
tt0045920,It Came from Outer Space,1953,Jack Arnold,US,800000.0,-1.0,"Horror, Sci-Fi",,,
tt0045943,Julius Caesar,1953,Joseph L. Mankiewicz,US,2100000.0,-1.0,"Biography, Drama, History",,,
tt0045992,The Lawless Breed,1952,Raoul Walsh,US,-1.0,-1.0,Western,,,
tt0046085,Mogambo,1953,John Ford,US,3100000.0,-1.0,"Adventure, Drama, Romance",,,
tt0046183,Peter Pan,1953,Clyde Geronimi,US,4000000.0,87000000.0,"Animation, Adventure, Family",1953-02-05,,
tt0046247,The Robe,1953,Henry Koster,US,5000000.0,36000000.0,"Drama, History",1953-09-16,,
tt0046250,Roman Holiday,1953,William Wyler,US,1500000.0,-1.0,"Comedy, Romance",,,
tt0046268,The Wages of Fear,1953,Henri-Georges Clouzot,FR,-1.0,-1.0,"Adventure, Drama, Thriller",,,
tt0046303,Shane,1953,George Stevens,US,3100000.0,-1.0,"Drama, Western",,,
tt0046345,Summer with Monika,1953,Ingmar Bergman,SE,484000.0,-1.0,"Drama, Romance",,,
tt0046359,Stalag 17,1953,Billy Wilder,US,1700000.0,-1.0,"Comedy, Drama, War",,,
tt0046438,Tokyo Story,1953,Yasujirô Ozu,JP,-1.0,-1.0,Drama,,,
tt0046471,Turn the Key Softly,1953,Jack Lee,GB,-1.0,-1.0,"Crime, Drama",,,
tt0046478,Ugetsu,1953,Kenji Mizoguchi,JP,-1.0,11000.0,"Drama, Fantasy, War",1953-03-26,,
tt0046487,Monsieur Hulot's Holiday,1953,Jacques Tati,FR,-1.0,-1.0,Comedy,,,
tt0046521,I Vitelloni,1953,Federico Fellini,FR,-1.0,116000.0,"Comedy, Drama",1953-08-26,,
tt0046532,War Arrow,1953,George Sherman,US,-1.0,-1.0,"Romance, War, Western",,,
tt0046534,The War of the Worlds,1953,Byron Haskin,US,2000000.0,-1.0,"Action, Sci-Fi, Thriller",,,
